央视频道,#genre#
浙江卫视,https://live.goodiptv.club/api/bestv.php?id=zjwshd8m/8000000
浙江卫视,http://111.59.63.32:9901/tsfile/live/1031_1.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
江苏卫视,https://live.goodiptv.club/api/bestv.php?id=jswshd8m/8000000
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
江苏卫视,http://221.213.43.82:8888/newlive/live/hls/22/live.m3u8
江苏卫视,http://111.59.63.32:9901/tsfile/live/1025_1.m3u8
深圳卫视,https://live.goodiptv.club/api/bestv.php?id=szwshd8m/8000000
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
深圳卫视,http://221.213.43.82:8888/newlive/live/hls/28/live.m3u8
深圳卫视,http://api3.52tb.xyz/info?id=28&token=20230227aesvnb
深圳卫视,http://111.59.63.32:9901/tsfile/live/1033_1.m3u8
北京卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
北京卫视,https://live.goodiptv.club/api/bestv.php?id=bjwshd8m/8000000
北京卫视,http://221.213.43.82:8888/newlive/live/hls/19/live.m3u8
北京卫视,http://111.59.63.32:9901/tsfile/live/1030_1.m3u8
天津卫视,https://live.goodiptv.club/api/bestv.php?id=tjwshd8m/8000000
天津卫视,http://221.213.43.82:8888/newlive/live/hls/42/live.m3u8
天津卫视,http://111.59.63.32:9901/tsfile/live/1047_1.m3u8
重庆卫视,https://live.goodiptv.club/api/bestv.php?id=cqws8m/8000000
重庆卫视,http://221.213.43.82:8888/newlive/live/hls/31/live.m3u8
广东卫视,https://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
广东卫视,http://111.59.63.32:9901/tsfile/live/1032_1.m3u8
广东卫视,http://221.213.43.82:8888/newlive/live/hls/21/live.m3u8
东南卫视,https://live.goodiptv.club/api/bestv.php?id=dnwshd8m/8000000
东南卫视,http://api3.52tb.xyz/info?id=29&token=20230227aesvnb
湖北卫视,http://221.213.43.82:8888/newlive/live/hls/34/live.m3u8
湖北卫视,http://111.59.63.32:9901/tsfile/live/1044_1.m3u8
湖北卫视,https://live.goodiptv.club/api/bestv.php?id=hubeiws8m/8000000
安徽卫视,https://live.goodiptv.club/api/bestv.php?id=ahwshd8m/8000000
安徽卫视,http://111.59.63.32:9901/tsfile/live/1027_1.m3u8
安徽卫视,http://221.213.43.82:8888/newlive/live/hls/25/live.m3u8
四川卫视,https://live.goodiptv.club/api/bestv.php?id=scwshd/8000000
四川卫视,http://111.59.63.32:9901/tsfile/live/1029_1.m3u8
四川卫视,http://221.213.43.82:8888/newlive/live/hls/32/live.m3u8
山东卫视,https://live.goodiptv.club/api/bestv.php?id=sdws8m/8000000
山东卫视,http://221.213.43.82:8888/newlive/live/hls/30/live.m3u8
河南卫视,https://live.goodiptv.club/api/bestv.php?id=hnwshd8m/8000000
河南卫视,http://api3.52tb.xyz/info?id=31&token=20230227aesvnb
河南卫视,http://221.213.43.82:8888/newlive/live/hls/33/live.m3u8
河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
河北卫视,https://live.goodiptv.club/api/bestv.php?id=hbwshd8m/8000000
河北卫视,http://221.213.43.82:8888/newlive/live/hls/45/live.m3u8
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.flv
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8
山西卫视,http://111.59.63.32:9901/tsfile/live/1046_1.m3u8
山西卫视,http://221.213.43.82:8888/newlive/live/hls/48/live.m3u8
山西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?
山西卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?
陕西卫视,http://221.213.43.82:8888/newlive/live/hls/41/live.m3u8
江西卫视,https://live.goodiptv.club/api/bestv.php?id=jxws8m/8000000
江西卫视,http://221.213.43.82:8888/newlive/live/hls/46/live.m3u8
江西卫视,http://111.59.63.32:9901/tsfile/live/1042_1.m3u8
海南卫视,https://live.goodiptv.club/api/bestv.php?id=hainanwshd8m/8000000
海南卫视,http://221.213.43.82:8888/newlive/live/hls/50/live.m3u8
海南卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
海南卫视,http://api3.52tb.xyz/info?id=38&token=20230227aesvnb
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8?
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,https://live.goodiptv.club/api/bestv.php?id=hljwshd8m/8000000
黑龙江卫视,http://111.59.63.32:9901/tsfile/live/1045_1.m3u8
黑龙江卫视,http://221.213.43.82:8888/newlive/live/hls/44/live.m3u8
辽宁卫视,http://115.149.139.141:10001/tsfile/live/1028_1.m3u8?blog.ntnas.top
辽宁卫视,http://115.149.139.141:10001/tsfile/live/1028_1.m3u8
辽宁卫视,https://live.goodiptv.club/api/bestv.php?id=lnwshd8m/8000000
辽宁卫视,http://221.213.43.82:8888/newlive/live/hls/43/live.m3u8
吉林卫视,https://live.goodiptv.club/api/bestv.php?id=jlwshd8m/8000000
吉林卫视,http://api3.52tb.xyz/info?id=40&token=20230227aesvnb
吉林卫视,http://111.59.63.32:9901/tsfile/live/1043_1.m3u8
吉林卫视,http://221.213.43.82:8888/newlive/live/hls/35/live.m3u8
云南卫视,https://live.goodiptv.club/api/bestv.php?id=ynwshd8m/8000000
云南卫视,http://221.213.43.82:8888/newlive/live/hls/27/live.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/playlist.m3u8
广西卫视,https://live.goodiptv.club/api/bestv.php?id=gxwshd8m/8000000
广西卫视,http://221.213.43.82:8888/newlive/live/hls/26/live.m3u8
广西卫视,http://111.59.63.32:9901/tsfile/live/1003_1.m3u8
贵州卫视,https://live.goodiptv.club/api/bestv.php?id=gzwshd8m/8000000
贵州卫视,http://111.59.63.32:9901/tsfile/live/1036_1.m3u8
贵州卫视,http://221.213.43.82:8888/newlive/live/hls/29/live.m3u8
甘肃卫视,https://live.goodiptv.club/api/bestv.php?id=gswshd8m/8000000
甘肃卫视,http://221.213.43.82:8888/newlive/live/hls/36/live.m3u8
宁夏卫视,http://221.213.43.82:8888/newlive/live/hls/40/live.m3u8
宁夏卫视,http://111.59.63.32:9901/tsfile/live/1040_1.m3u8
青海卫视,http://221.213.43.82:8888/newlive/live/hls/39/live.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8
西藏卫视,http://221.213.43.82:8888/newlive/live/hls/37/live.m3u8
西藏卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8?
新疆卫视,http://221.213.43.82:8888/newlive/live/hls/38/live.m3u8
新疆卫视,http://111.59.63.32:9901/tsfile/live/1039_1.m3u8
内蒙古卫视,http://v2.91kds.cn/b9/hoge.m3u8?ip=nmtv&id=92&auth=rinimabi
内蒙古卫视,http://221.213.43.82:8888/newlive/live/hls/49/live.m3u8
内蒙古卫视,http://111.59.63.32:9901/tsfile/live/1038_1.m3u8


央卫综合移动,#genre#
CCTV1,https://live.goodiptv.club/api/bestv.php?id=cctv1hd8m/8000000
CCTV2,https://live.goodiptv.club/api/bestv.php?id=cctv2hd8m/8000000
CCTV3,https://live.goodiptv.club/api/bestv.php?id=cctv38m/8000000
CCTV4,https://live.goodiptv.club/api/bestv.php?id=cctv4hd8m/8000000
CCTV5,https://live.goodiptv.club/api/bestv.php?id=cctv58m/8000000
CCTV5+,https://live.goodiptv.club/api/bestv.php?id=cctv5phd8m/8000000
CCTV6,https://live.goodiptv.club/api/bestv.php?id=cctv6hd8m/8000000
CCTV7,https://live.goodiptv.club/api/bestv.php?id=cctv7hd8m/8000000
CCTV8,https://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
CCTV9,https://live.goodiptv.club/api/bestv.php?id=cctv9hd8m/8000000
CCTV10,https://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
CCTV11,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV12,https://live.goodiptv.club/api/bestv.php?id=cctv12hd8m/8000000
CCTV13,https://live.goodiptv.club/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV14,https://live.goodiptv.club/api/bestv.php?id=cctvsehd8m/8000000
CCTV15,https://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV16,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV16-4K,https://live.goodiptv.club/api/bestv.php?id=cctv16hd4k/15000000
CCTV-4K,https://live.goodiptv.club/api/bestv.php?id=cctv4k/15000000
CCTV17,https://live.goodiptv.club/api/bestv.php?id=cctv17hd8m/8000000
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
北京卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
山西卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?
海南卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8?
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
江苏卫视,https://live.goodiptv.club/api/bestv.php?id=jswshd8m/8000000
广西卫视,https://live.goodiptv.club/api/bestv.php?id=gxwshd8m/8000000
四川卫视,https://live.goodiptv.club/api/bestv.php?id=scwshd/8000000
湖南卫视,https://live.goodiptv.club/api/bestv.php?id=hunanwshd8m/8000000
浙江卫视,https://live.goodiptv.club/api/bestv.php?id=zjwshd8m/8000000
东方卫视,https://live.goodiptv.club/api/bestv.php?id=dfwshd8m/8000000
北京卫视,https://live.goodiptv.club/api/bestv.php?id=bjwshd8m/8000000
天津卫视,https://live.goodiptv.club/api/bestv.php?id=tjwshd8m/8000000
辽宁卫视,https://live.goodiptv.club/api/bestv.php?id=lnwshd8m/8000000
安徽卫视,https://live.goodiptv.club/api/bestv.php?id=ahwshd8m/8000000
黑龙江卫视,https://live.goodiptv.club/api/bestv.php?id=hljwshd8m/8000000
广东卫视,https://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
深圳卫视,https://live.goodiptv.club/api/bestv.php?id=szwshd8m/8000000
湖北卫视,https://live.goodiptv.club/api/bestv.php?id=hubeiws8m/8000000
吉林卫视,https://live.goodiptv.club/api/bestv.php?id=jlwshd8m/8000000
山东卫视,https://live.goodiptv.club/api/bestv.php?id=sdws8m/8000000
江西卫视,https://live.goodiptv.club/api/bestv.php?id=jxws8m/8000000
河南卫视,https://live.goodiptv.club/api/bestv.php?id=hnwshd8m/8000000
河北卫视,https://live.goodiptv.club/api/bestv.php?id=hbwshd8m/8000000
甘肃卫视,https://live.goodiptv.club/api/bestv.php?id=gswshd8m/8000000
重庆卫视,https://live.goodiptv.club/api/bestv.php?id=cqws8m/8000000
东南卫视,https://live.goodiptv.club/api/bestv.php?id=dnwshd8m/8000000
云南卫视,https://live.goodiptv.club/api/bestv.php?id=ynwshd8m/8000000
贵州卫视,https://live.goodiptv.club/api/bestv.php?id=gzwshd8m/8000000
海南卫视,https://live.goodiptv.club/api/bestv.php?id=hainanwshd8m/8000000
西藏卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8?


央视卫视频道,#genre#
CCTV-1,http://zhibotv.cf/migu.php?id=cctv1
CCTV-2,http://zhibotv.cf/migu.php?id=cctv2
CCTV-3,http://zhibotv.cf/migu.php?id=cctv3
CCTV-4,http://zhibotv.cf/migu.php?id=cctv4
CCTV-4欧洲,http://zhibotv.cf/migu.php?id=cctv4O
CCTV-4美洲,http://zhibotv.cf/migu.php?id=cctv4a
CCTV-5,http://zhibotv.cf/migu.php?id=cctv5
CCTV-5+,http://zhibotv.cf/migu.php?id=cctv5p
CCTV-6,http://zhibotv.cf/migu.php?id=cctv6
CCTV-7,http://zhibotv.cf/migu.php?id=cctv7
CCTV-8,http://zhibotv.cf/migu.php?id=cctv8
CCTV-10,http://zhibotv.cf/migu.php?id=cctv10
CCTV-11,http://zhibotv.cf/migu.php?id=cctv11
CCTV-12,http://zhibotv.cf/migu.php?id=cctv12
CCTV-13,http://zhibotv.cf/migu.php?id=cctv13
CCTV-15,http://zhibotv.cf/migu.php?id=cctv15
CCTV-16,http://zhibotv.cf/migu.php?id=cctv16
CCTV-162,http://zhibotv.cf/migu.php?id=cctv16b
CCTV-17,http://zhibotv.cf/migu.php?id=cctv17hd
CCTV-怀旧剧场,http://zhibotv.cf/migu.php?id=cctvhjjc
CCTV-第一剧场,http://zhibotv.cf/migu.php?id=cctvdyjc
CCTV-风云剧场,http://zhibotv.cf/migu.php?id=cctvfyjc
CCTV-风云足球,http://zhibotv.cf/migu.php?id=cctvfyzq
CCTV-央视文化精品,http://zhibotv.cf/migu.php?id=cctvwhjp
CCTV-世界地理,http://zhibotv.cf/migu.php?id=cctvsjdl
CCTV-女性时尚,http://zhibotv.cf/migu.php?id=cctvnxss
CCTV-电视指南,http://zhibotv.cf/migu.php?id=cctvdszn
CCTV-央视台球,http://zhibotv.cf/migu.php?id=cctvystq
CCTV-高尔夫网球,http://zhibotv.cf/migu.php?id=cctvgefwq
CGTN纪录,http://zhibotv.cf/migu.php?id=cgtnjl
CGTN法语,http://zhibotv.cf/migu.php?id=cgtnf
CGTN西语,http://zhibotv.cf/migu.php?id=cgtne
CGTN阿语,http://zhibotv.cf/migu.php?id=cgtna
CGTN俄语,http://zhibotv.cf/migu.php?id=cgtnr
中国教育1,http://zhibotv.cf/migu.php?id=cetv1
中国教育1,http://zhibotv.cf/migu.php?id=cetv1hd
中国教育2,http://zhibotv.cf/migu.php?id=cetv2
中国教育3,http://zhibotv.cf/migu.php?id=cetv3
中国教育4,http://zhibotv.cf/migu.php?id=cetv4
CHC动作电影,http://zhibotv.cf/migu.php?id=chcdzdy
CHC家庭影院,http://zhibotv.cf/migu.php?id=chcjtyy
北京卫视,http://zhibotv.cf/migu.php?id=bjws
东方卫视,http://zhibotv.cf/migu.php?id=dfws
黑龙江卫视,http://zhibotv.cf/migu.php?id=hljws
吉林卫视,http://zhibotv.cf/migu.php?id=jlws
辽宁卫视,http://zhibotv.cf/migu.php?id=lnws
甘肃卫视,http://zhibotv.cf/migu.php?id=gsws
青海卫视,http://zhibotv.cf/migu.php?id=qhws
河北卫视,http://zhibotv.cf/migu.php?id=hbws
湖北卫视,http://zhibotv.cf/migu.php?id=hubws
湖南卫视,http://zhibotv.cf/migu.php?id=hunws
江西卫视,http://zhibotv.cf/migu.php?id=jxws
江苏卫视,http://zhibotv.cf/migu.php?id=jsws
东南卫视,http://zhibotv.cf/migu.php?id=dnws
广东卫视,http://zhibotv.cf/migu.php?id=gdws
南方卫视,http://zhibotv.cf/migu.php?id=nfws
广西卫视,http://zhibotv.cf/migu.php?id=gxws
云南卫视,http://zhibotv.cf/migu.php?id=ynws
贵州卫视,http://zhibotv.cf/migu.php?id=gzws
四川卫视,http://zhibotv.cf/migu.php?id=scws
四川卫视,http://zhibotv.cf/migu.php?id=scwshd
新疆卫视,http://zhibotv.cf/migu.php?id=xjws
兵团卫视,http://zhibotv.cf/migu.php?id=btws


fanmingming,#genre#
CCTV-1,https://cntv.sbs/live?auth=2307280808&id=cctv1
CCTV-2,https://cntv.sbs/live?auth=2307280808&id=cctv2
CCTV-3,https://cntv.sbs/live?auth=2307280808&id=cctv3
CCTV-4,https://cntv.sbs/live?auth=2307280808&id=cctv4
CCTV-5,https://cntv.sbs/live?auth=2307280808&id=cctv5
CCTV-5+,https://cntv.sbs/live?auth=2307280808&id=cctv5p
CCTV-6,https://cntv.sbs/live?auth=2307280808&id=cctv6
CCTV-7,https://cntv.sbs/live?auth=2307280808&id=cctv7
CCTV-8,https://cntv.sbs/live?auth=2307280808&id=cctv8
CCTV-9,https://cntv.sbs/live?auth=2307280808&id=cctv9
CCTV-10,https://cntv.sbs/live?auth=2307280808&id=cctv10
CCTV-11,https://cntv.sbs/live?auth=2307280808&id=cctv11
CCTV-12,https://cntv.sbs/live?auth=2307280808&id=cctv12
CCTV-13,https://cntv.sbs/live?auth=2307280808&id=cctv13
CCTV-14,https://cntv.sbs/live?auth=2307280808&id=cctv14
CCTV-15,https://cntv.sbs/live?auth=2307280808&id=cctv15
CCTV-16,https://cntv.sbs/live?auth=2307280808&id=cctv16
CCTV-16 4K,https://cntv.sbs/live?auth=2307280808&id=cctv164k
CCTV-17,https://cntv.sbs/live?auth=2307280808&id=cctv17
CCTV-4K,https://cntv.sbs/live?auth=2307280808&id=cctv4k
CGTN,https://cntv.sbs/live?auth=2307280808&id=cgtn
北京卫视,https://cntv.sbs/live?auth=2307280808&id=bjws
东方卫视,https://cntv.sbs/live?auth=2307280808&id=dfws
天津卫视,https://cntv.sbs/live?auth=2307280808&id=tjws
重庆卫视,https://cntv.sbs/live?auth=2307280808&id=cqws
黑龙江卫视,https://cntv.sbs/live?auth=2307280808&id=hljws
吉林卫视,https://cntv.sbs/live?auth=2307280808&id=jlws
辽宁卫视,https://cntv.sbs/live?auth=2307280808&id=lnws
内蒙古卫视,https://cntv.sbs/live?auth=2307280808&id=nmws
宁夏卫视,https://cntv.sbs/live?auth=2307280808&id=nxws
甘肃卫视,https://cntv.sbs/live?auth=2307280808&id=gsws
青海卫视,https://cntv.sbs/live?auth=2307280808&id=qhws
陕西卫视,https://cntv.sbs/live?auth=2307280808&id=sxws
河北卫视,https://cntv.sbs/live?auth=2307280808&id=hbws
山西卫视,https://cntv.sbs/live?auth=2307280808&id=sxiws
山东卫视,https://cntv.sbs/live?auth=2307280808&id=sdws
安徽卫视,https://cntv.sbs/live?auth=2307280808&id=ahws
河南卫视,https://cntv.sbs/live?auth=2307280808&id=hnws
湖北卫视,https://cntv.sbs/live?auth=2307280808&id=hubws
湖南卫视,https://cntv.sbs/live?auth=2307280808&id=hunws
江西卫视,https://cntv.sbs/live?auth=2307280808&id=jxws
江苏卫视,https://cntv.sbs/live?auth=2307280808&id=jsws
浙江卫视,https://cntv.sbs/live?auth=2307280808&id=zjws
东南卫视,https://cntv.sbs/live?auth=2307280808&id=dnws
厦门卫视,https://cntv.sbs/live?auth=2307280808&id=xmws
广东卫视,https://cntv.sbs/live?auth=2307280808&id=gdws
深圳卫视,https://cntv.sbs/live?auth=2307280808&id=szws
广西卫视,https://cntv.sbs/live?auth=2307280808&id=gxws
云南卫视,https://cntv.sbs/live?auth=2307280808&id=ynws
贵州卫视,https://cntv.sbs/live?auth=2307280808&id=gzws
四川卫视,https://cntv.sbs/live?auth=2307280808&id=scws
康巴卫视,https://cntv.sbs/live?auth=2307280808&id=kbws
新疆卫视,https://cntv.sbs/live?auth=2307280808&id=xjws
兵团卫视,https://cntv.sbs/live?auth=2307280808&id=btws
西藏卫视,https://cntv.sbs/live?auth=2307280808&id=xzws
海南卫视,https://cntv.sbs/live?auth=2307280808&id=hinws
三沙卫视,https://cntv.sbs/live?auth=2307280808&id=ssws
北京纪实科教,https://cntv.sbs/live?auth=2307280808&id=bjjskj
五星体育,https://cntv.sbs/live?auth=2307280808&id=wxty
东方财经,https://cntv.sbs/live?auth=2307280808&id=dfcj
第一财经,https://cntv.sbs/live?auth=2307280808&id=dycj
哈哈炫动,https://cntv.sbs/live?auth=2307280808&id=hhxd
法治天地,https://cntv.sbs/live?auth=2307280808&id=fztd
欢笑剧场4K,https://cntv.sbs/live?auth=2307280808&id=hxjc
都市剧场,https://cntv.sbs/live?auth=2307280808&id=dsjc
七彩戏剧,https://cntv.sbs/live?auth=2307280808&id=qcxj
动漫秀场,https://cntv.sbs/live?auth=2307280808&id=dmxc
新视觉,https://cntv.sbs/live?auth=2307280808&id=xsj
游戏风云,https://cntv.sbs/live?auth=2307280808&id=yxfy
生活时尚,https://cntv.sbs/live?auth=2307280808&id=shss
乐游,https://cntv.sbs/live?auth=2307280808&id=qjs
魅力足球,https://cntv.sbs/live?auth=2307280808&id=mlzq
茶频道,https://cntv.sbs/live?auth=2307280808&id=cpd
快乐垂钓,https://cntv.sbs/live?auth=2307280808&id=klcd
金鹰纪实,https://cntv.sbs/live?auth=2307280808&id=jyjs
金鹰卡通,https://cntv.sbs/live?auth=2307280808&id=jykt
嘉佳卡通,https://cntv.sbs/live?auth=2307280808&id=jjkt
财富天下,https://cntv.sbs/live?auth=2307280808&id=cftx
CETV1,https://cntv.sbs/live?auth=2307280808&id=cetv1
CETV2,https://cntv.sbs/live?auth=2307280808&id=cetv2
CETV4,https://cntv.sbs/live?auth=2307280808&id=cetv4
华语影院,https://cntv.sbs/live?auth=2307280808&id=hyyy
中国天气,https://cntv.sbs/live?auth=2307280808&id=zgtq
上海教育,https://cntv.sbs/live?auth=2307280808&id=shjy
莲花卫视,https://cntv.sbs/lhws?auth=2307280808
凤凰香港,https://cntv.sbs/fs?id=fhhk&auth=2307280808
日·NHK,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
韩·EBS-1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
韩·EBS-1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
韩·EBS-1,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
韩·EBS-2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
韩·EBS-2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
韩·EBS少儿,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8
韩·SBS,http://1.245.74.5:1935/live/tv/.m3u8
韩·阿里郎,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韩·阿里郎WORLD,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8
韩·职业,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
CGTN,http://live.cgtn.com/1000/prog_index.m3u8
CGTN阿语,http://livear.cgtn.com/1000a/prog_index.m3u8
CGTN西语,http://livees.cgtn.com/1000e/prog_index.m3u8
CGTN俄语,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN纪实,https://livedoc.cgtn.com/500d/prog_index.m3u8
Channel News Asia,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
Channel News Asia『蓝光』,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
CNA(1080p)[480*270],https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8
NDTV 24X7[640*480],https://ndtv24x7elemarchana.akamaized.net/hls/live/2003678/ndtv24x7/ndtv24x7master.m3u8
VB,http://live.tv2bornholm.dk/stream/live/chunklist.m3u8
ZEEALWAN50,http://ghaasiflu.online/Dijlah/tracks-v1a1/mono.m3u8
半·新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
俄·IGITV蓝光,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
俄·RBC(Opt-1)[996*560],http://92.50.128.180/utv/1358/index.m3u8
俄·音乐TROSoyuz,http://live2.mediacdn.ru/sr1/tro/playlist.m3u8
法·24台,http://tv.balkanweb.com/news24/livestream/playlist.m3u8
法·24台,http://tv.balkanweb.com:8081/news24/livestream/chunks.m3u8
法·时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
法·时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
美·NASA Public Channel,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8
美·NASA Public Channel,https://ntv2.akamaized.net/hls/live/2013923/NASA-NTV2-HLS/master_2000.m3u8
美·红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
美·红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8
乌·M2音乐,http://live.m2.tv/hls3/stream.m3u8
西·加利西亚欧洲体育电视台,http://europa-crtvg.flumotion.com/playlist.m3u8
新加坡·CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
越·HBTV,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBS新闻,http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8
民视新闻HD,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
NewsmaxTV,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
PBSAmerica,https://pbs-samsunguk.amagi.tv/playlist.m3u8
moviesphere,https://moviesphere-samsung-samsungus.amagi.tv/playlist.m3u8
ComedyChannel,https://uksono1-samsunguk.amagi.tv/playlist.m3u8
EdgeSport,https://edgesport-samsunguk.amagi.tv/playlist.m3u8
CanadaOne,http://cdn8.live247stream.com/canadaone/tv/playlist.m3u8
CA,https://rcavlive.akamaized.net/hls/live/704025/xcanrdi/master.m3u8
InsightTV,https://insighttv-samsung-canada.amagi.tv/playlist.m3u8
Astrakhan24(Opt-2),http://streaming.astrakhan.ru/astrakhan24/index.m3u8
Самара,http://live.guberniatv.cdnvideo.ru/guberniatv/guberniatv.sdp/playlist.m3u8
UniverTV,http://cdn.universmotri.ru/live/hq.sdp/chunklist_w1792531.m3u8
Comedy,http://51.210.199.27/hls/stream.m3u8
Documentary,http://51.210.199.23/hls/stream.m3u8
Family,http://51.210.199.19/hls/stream.m3u8
Iranian,http://51.210.199.22/hls/stream.m3u8
